index,shape-type,vertex-index,axis-0,axis-1,axis-2
0,polygon,0,0.0,292.67794081289134,231.53913475664626
0,polygon,1,0.0,292.3511969994312,234.59259280175823
0,polygon,2,0.0,291.0400421442284,236.966263097229
0,polygon,3,0.0,289.0520906841236,238.94862708751361
0,polygon,4,0.0,287.09095234293665,240.90939506411172
0,polygon,5,0.0,285.15193179575584,242.85331927785043
0,polygon,6,0.0,283.23433252540497,244.86038982704125
0,polygon,7,0.0,280.82063676156093,246.19110116592157
0,polygon,8,0.0,278.9507398890451,248.01600400404783
0,polygon,9,0.0,276.5970734748185,249.43188575959505
0,polygon,10,0.0,274.60788902665905,251.39416151456135
0,polygon,11,0.0,272.64224158272526,253.3574877555367
0,polygon,12,0.0,270.69610047520933,255.29900243887639
0,polygon,13,0.0,268.7340200803628,257.21732316710956
0,polygon,14,0.0,267.416766463801,259.586431834743
0,polygon,15,0.0,266.9928999509286,262.2311071236411
0,polygon,16,0.0,266.99981737024956,264.8307779742736
0,polygon,17,0.0,266.9994842355668,267.5365297225105
0,polygon,18,0.0,267.01063507069006,270.1935291869681
0,polygon,19,0.0,267.83110421988005,272.80265478719053
0,polygon,20,0.0,268.37224760065044,275.3647691159714
0,polygon,21,0.0,269.7886333984337,277.74094422615343
0,polygon,22,0.0,271.0299527135213,280.0766838218377
0,polygon,23,0.0,271.9982140633197,282.5077267170478
0,polygon,24,0.0,273.01454666851623,285.02762749669023
0,polygon,25,0.0,274.25337298180045,287.3739550519549
0,polygon,26,0.0,276.1522977783372,289.1835982845004
0,polygon,27,0.0,278.67703890648346,289.9852414826816
0,polygon,28,0.0,281.39325066535093,290.0004690434382
0,polygon,29,0.0,284.04924384107323,289.99982423763333
0,polygon,30,0.0,286.6467580369774,289.9712364853505
0,polygon,31,0.0,289.0716009722558,288.95999635717374
0,polygon,32,0.0,291.6715541029283,288.9872701444086
0,polygon,33,0.0,294.3220873376783,289.29379572313803
0,polygon,34,0.0,296.90894409833504,289.9952976913154
0,polygon,35,0.0,299.53885040218057,290.0004527307383
0,polygon,36,0.0,302.20550694826994,290.0008287579957
0,polygon,37,0.0,304.80276102168835,290.02313227683084
0,polygon,38,0.0,307.23512435948396,291.09076945953836
0,polygon,39,0.0,309.8911969500089,290.94467115317775
0,polygon,40,0.0,312.28842305541406,291.98873532756005
0,polygon,41,0.0,314.8028616484555,292.83095427598846
0,polygon,42,0.0,317.42139433168506,293.41691300514606
0,polygon,43,0.0,319.96129239980263,294.00473700826586
0,polygon,44,0.0,322.42491725266143,295.01942877866986
0,polygon,45,0.0,324.8145593772061,296.06534117848526
0,polygon,46,0.0,327.2869658836419,297.033550596995
0,polygon,47,0.0,329.75496400760574,297.9524643071859
0,polygon,48,0.0,332.1414366680151,299.0979048226805
0,polygon,49,0.0,334.4490768982008,300.43647913223
0,polygon,50,0.0,336.74810731407786,301.7948604314077
0,polygon,51,0.0,339.0995268703273,303.03590069939634
0,polygon,52,0.0,341.55510089641064,303.9871354145226
0,polygon,53,0.0,343.9753170767345,304.99002702677893
0,polygon,54,0.0,346.47287600135957,305.8656681795956
0,polygon,55,0.0,348.86293238968943,306.9548387719884
0,polygon,56,0.0,351.2033037358893,308.1397490737382
0,polygon,57,0.0,353.7456809262852,308.8788831808167
0,polygon,58,0.0,356.1125093893603,310.074762476814
0,polygon,59,0.0,358.40918059109407,311.3556350283721
0,polygon,60,0.0,360.9399789151346,311.96017589919614
0,polygon,61,0.0,363.2416417587307,313.178257646381
