index,shape-type,vertex-index,axis-0,axis-1,axis-2
0,polygon,0,0.0,321.0,249.0
0,polygon,1,0.0,321.1059821623822,254.36436380537992
0,polygon,2,0.0,318.95234492686075,259.37777921679736
0,polygon,3,0.0,316.20064203531865,263.9112937241278
0,polygon,4,0.0,312.4390632436895,267.63815291796135
0,polygon,5,0.0,308.30369422583146,270.97015019956154
0,polygon,6,0.0,304.3226115955073,274.79011873422746
0,polygon,7,0.0,299.18554515644087,276.78820357094156
0,polygon,8,0.0,296.00724433407464,281.0236865711501
0,polygon,9,0.0,294.7103147098733,286.3203297537244
0,polygon,10,0.0,293.99212723827924,291.6647050355623
0,polygon,11,0.0,294.9187872867855,296.8592878772759
0,polygon,12,0.0,296.9418672251519,301.9082768056406
0,polygon,13,0.0,299.63416456625,306.6404855406275
0,polygon,14,0.0,301.0140158063328,311.75638687302813
0,polygon,15,0.0,302.96541639725046,316.71865962184063
0,polygon,16,0.0,304.9827004104659,321.69080361098446
0,polygon,17,0.0,309.20031286973006,324.9705107741305
0,polygon,18,0.0,314.3330895281359,323.7571285869901
0,polygon,19,0.0,318.999095898982,321.0005659326704
0,polygon,20,0.0,324.3624936525701,321.0001465500227
0,polygon,21,0.0,329.65765155802376,321.0000006262876
0,polygon,22,0.0,335.0070372298166,321.00002339465686
0,polygon,23,0.0,340.2619966255601,322.0950306428897
0,polygon,24,0.0,345.5357425199298,322.9666755759161
0,polygon,25,0.0,350.8063689904836,324.0114806876044
0,polygon,26,0.0,355.8343039518827,325.8665190882997
0,polygon,27,0.0,360.6307223885328,328.0894866591186
0,polygon,28,0.0,365.5046909600662,330.135970948033
0,polygon,29,0.0,370.4233657048876,332.1401318277294
0,polygon,30,0.0,375.3550122376515,334.03244359245184
0,polygon,31,0.0,380.26933585148157,336.22394138588817
0,polygon,32,0.0,384.8983433796238,338.93434377422676
0,polygon,33,0.0,389.4841302203074,341.61980049686866
0,polygon,34,0.0,394.2134227881146,344.04802285941633
0,polygon,35,0.0,399.15235501122913,346.06581853218404
0,polygon,36,0.0,403.29413665210643,349.38353128028024
0,polygon,37,0.0,407.94867198196357,351.9748205090134
0,polygon,38,0.0,412.63798081241725,354.5256912120633
0,polygon,39,0.0,416.76260110202657,357.8755892641654
0,polygon,40,0.0,421.6965985738674,359.75183963160106
0,polygon,41,0.0,426.3359494973529,362.3097310935235
0,polygon,42,0.0,430.91884325947507,364.94689173352594
0,polygon,43,0.0,435.22716277658986,368.0230360614231
0,polygon,44,0.0,440.11229684366873,370.07355257354936
0,polygon,45,0.0,444.73086254163553,372.67351754963204
0,polygon,46,0.0,449.31618910570893,375.3080368360041
0,polygon,47,0.0,453.47635170618867,378.5660256974856
0,polygon,48,0.0,457.720967713173,381.7040970416104
0,polygon,49,0.0,482.6996726409046,354.92479222704935
0,polygon,50,0.0,481.08991408143044,352.9125940277067
0,polygon,51,0.0,479.27893570202207,350.900395828364
0,polygon,52,0.0,477.46795732261364,348.98880753898845
0,polygon,53,0.0,475.25453930333674,346.9766093396458
0,polygon,54,0.0,472.63868164419125,343.6564823107304
0,polygon,55,0.0,470.02282398504576,341.2418444715192
0,polygon,56,0.0,468.0106257857031,338.3241570824723
0,polygon,57,0.0,464.9923284866891,336.0101291532282
0,polygon,58,0.0,461.3703717278723,332.79061203427995
0,polygon,59,0.0,458.4526843388254,329.7723147352659
0,polygon,60,0.0,456.23926631954845,327.4582868060219
0,polygon,61,0.0,452.3154798308302,322.42779130766513
0,polygon,62,0.0,448.39169334211203,318.4033949089798
0,polygon,63,0.0,446.1782753228351,316.39119670963714
0,polygon,64,0.0,442.1538789241497,313.07106968072173
0,polygon,65,0.0,439.53802126500426,310.5558219315434
0,polygon,66,0.0,437.0227735158259,307.83935436243075
0,polygon,67,0.0,434.0044762168119,305.22349670328526
0,polygon,68,0.0,430.58373927792934,301.7021498544356
0,polygon,69,0.0,428.16910143871814,299.68995165509295
0,polygon,70,0.0,425.25141404967127,297.07409399594746
0,polygon,71,0.0,422.43433657059154,295.0618957966048
0,polygon,72,0.0,419.7178690014789,292.84847777732784
0,polygon,73,0.0,416.9007915223992,290.9368894879523
0,polygon,74,0.0,414.38554377322083,289.4277408384453
0,polygon,75,0.0,411.0654167443055,286.30883362946423
0,polygon,76,0.0,408.0471194452915,284.1960255201544
0,polygon,77,0.0,406.13553115591594,282.78748678061453
0,polygon,78,0.0,403.21784376686907,280.6746786713047
0,polygon,79,0.0,400.19954646785504,278.0588210121592
0,polygon,80,0.0,397.1812491688411,275.8454029928823
0,polygon,81,0.0,393.86112213992567,273.83320479353966
0,polygon,82,0.0,390.13855547114173,270.0100282147886
0,polygon,83,0.0,386.8184284422263,265.98563181610325
0,polygon,84,0.0,383.2970815933766,262.16245523735216
0,polygon,85,0.0,380.4800041142969,259.4459876682395
0,polygon,86,0.0,377.26048699534863,256.8301300090941
0,polygon,87,0.0,374.8458491561373,254.6167119898171
0,polygon,88,0.0,371.7269419471562,252.40329397054018
0,polygon,89,0.0,368.60803473817504,250.59231559113175
